genome_id,genome_name,other_names,taxon_id,taxon_lineage_ids,taxon_lineage_names,superkingdom,kingdom,phylum,class,order,family,genus,species,genome_status,strain,serovar,biovar,pathovar,mlst,segment,subtype,h_type,n_type,h1_clade_global,h1_clade_us,h5_clade,ph1n1_like,lineage,clade,subclade,other_typing,culture_collection,type_strain,reference_genome,genome_quality,completion_date,publication,authors,bioproject_accession,biosample_accession,assembly_accession,sra_accession,genbank_accessions,sequencing_centers,sequencing_status,sequencing_platform,sequencing_depth,assembly_method,chromosome,plasmids,contigs,genome_length,gc_content,contig_l50,contig_n50,trna,rrna,mat_peptide,cds,coarse_consistency,fine_consistency,checkm_contamination,checkm_completeness,genome_quality_flags,isolation_source,isolation_comments,collection_date,collection_year,season,isolation_country,geographic_group,geographic_location,other_environmental,host_name,host_common_name,host_gender,host_age,host_health,host_group,lab_host,passage,other_clinical,additional_metadata,comments,date_inserted,date_modified
1396460.8,Influenza A virus (A/Santa Cruz/21641/2009(H1N1)),NA,1396460,10239;2559587;2732396;2497569;2497571;2497577;2499411;11308;197911;11320;114727;1396460,Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Insthoviricetes;Articulavirales;Orthomyxoviridae;Alphainfluenzavirus;Influenza A virus;H1N1 subtype;Influenza A virus (A/Santa Cruz/21641/2009(H1N1)),Viruses,Orthornavirae,Negarnaviricota,Insthoviricetes,Articulavirales,Orthomyxoviridae,Alphainfluenzavirus,Influenza A virus,Complete,A/Santa Cruz/21641/2009,H1N1,NA,NA,NA,6,H1N1,1,1,1A.3.3.2,npdm,NA,Positive,NA,NA,NA,NA,NA,NA,NA,NA,2014-08-31T00:00:00Z,NA,NA,,NA,NA,NA,KF612136,,NA,IonTorrent,NA,CLC Workbench v. 6.04,NA,NA,1,1458,41.769547,1,1458,NA,NA,NA,1,NA,NA,NA,NA,NA,,,2009-07-01,2009,NA,Bolivia,South America,Bolivia: Santa Cruz De La Sierra; CENETROP,NA,Homo sapiens,Human,female,30 years,NA,Human,,P1,NA,NA,,2021-03-23T23:01:55.264Z,2021-03-23T23:01:55.264Z
1396473.4,Influenza A virus (A/Santa Cruz/94841/2009(H1N1)),NA,1396473,10239;2559587;2732396;2497569;2497571;2497577;2499411;11308;197911;11320;114727;1396473,Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Insthoviricetes;Articulavirales;Orthomyxoviridae;Alphainfluenzavirus;Influenza A virus;H1N1 subtype;Influenza A virus (A/Santa Cruz/94841/2009(H1N1)),Viruses,Orthornavirae,Negarnaviricota,Insthoviricetes,Articulavirales,Orthomyxoviridae,Alphainfluenzavirus,Influenza A virus,Complete,A/Santa Cruz/94841/2009,H1N1,NA,NA,NA,1,H1N1,1,1,1A.3.3.2,npdm,NA,Positive,NA,NA,NA,NA,NA,NA,NA,NA,2014-08-31T00:00:00Z,NA,NA,,NA,NA,NA,KF612039,,NA,IonTorrent,NA,CLC Workbench v. 6.04,NA,NA,1,2341,44.382744,1,2341,NA,NA,NA,1,NA,NA,NA,NA,NA,,,2009-07-02,2009,NA,Bolivia,South America,Bolivia: Santa Cruz De La Sierra; CENETROP,NA,Homo sapiens,Human,female,37 years,NA,Human,,P1,NA,NA,,2021-03-23T22:55:48.750Z,2021-03-23T22:55:48.750Z
1396473.3,Influenza A virus (A/Santa Cruz/94841/2009(H1N1)),NA,1396473,10239;2559587;2732396;2497569;2497571;2497577;2499411;11308;197911;11320;114727;1396473,Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Insthoviricetes;Articulavirales;Orthomyxoviridae;Alphainfluenzavirus;Influenza A virus;H1N1 subtype;Influenza A virus (A/Santa Cruz/94841/2009(H1N1)),Viruses,Orthornavirae,Negarnaviricota,Insthoviricetes,Articulavirales,Orthomyxoviridae,Alphainfluenzavirus,Influenza A virus,Complete,A/Santa Cruz/94841/2009,H1N1,NA,NA,NA,2,H1N1,1,1,1A.3.3.2,npdm,NA,Negative,NA,NA,NA,NA,NA,NA,NA,NA,2014-08-31T00:00:00Z,NA,NA,,NA,NA,NA,KF612057,,NA,IonTorrent,NA,CLC Workbench v. 6.04,NA,NA,1,2341,41.426613,1,2341,NA,NA,NA,3,NA,NA,NA,NA,NA,,,2009-07-02,2009,NA,Bolivia,South America,Bolivia: Santa Cruz De La Sierra; CENETROP,NA,Homo sapiens,Human,female,37 years,NA,Human,,P1,NA,NA,,2021-03-23T22:55:47.233Z,2021-03-23T22:55:47.233Z
1396473.9,Influenza A virus (A/Santa Cruz/94841/2009(H1N1)),NA,1396473,10239;2559587;2732396;2497569;2497571;2497577;2499411;11308;197911;11320;114727;1396473,Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Insthoviricetes;Articulavirales;Orthomyxoviridae;Alphainfluenzavirus;Influenza A virus;H1N1 subtype;Influenza A virus (A/Santa Cruz/94841/2009(H1N1)),Viruses,Orthornavirae,Negarnaviricota,Insthoviricetes,Articulavirales,Orthomyxoviridae,Alphainfluenzavirus,Influenza A virus,Complete,A/Santa Cruz/94841/2009,H1N1,NA,NA,NA,7,H1N1,1,1,1A.3.3.2,npdm,NA,Positive,NA,NA,NA,NA,NA,NA,NA,NA,2014-08-31T00:00:00Z,NA,NA,,NA,NA,NA,KF612154,,NA,IonTorrent,NA,CLC Workbench v. 6.04,NA,NA,1,1027,46.44596,1,1027,NA,NA,NA,2,NA,NA,NA,NA,NA,,,2009-07-02,2009,NA,Bolivia,South America,Bolivia: Santa Cruz De La Sierra; CENETROP,NA,Homo sapiens,Human,female,37 years,NA,Human,,P1,NA,NA,,2021-03-23T23:03:57.092Z,2021-03-23T23:03:57.092Z
1396473.5,Influenza A virus (A/Santa Cruz/94841/2009(H1N1)),NA,1396473,10239;2559587;2732396;2497569;2497571;2497577;2499411;11308;197911;11320;114727;1396473,Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Insthoviricetes;Articulavirales;Orthomyxoviridae;Alphainfluenzavirus;Influenza A virus;H1N1 subtype;Influenza A virus (A/Santa Cruz/94841/2009(H1N1)),Viruses,Orthornavirae,Negarnaviricota,Insthoviricetes,Articulavirales,Orthomyxoviridae,Alphainfluenzavirus,Influenza A virus,Complete,A/Santa Cruz/94841/2009,H1N1,NA,NA,NA,3,H1N1,1,1,1A.3.3.2,npdm,NA,Positive,NA,NA,NA,NA,NA,NA,NA,NA,2014-08-31T00:00:00Z,NA,NA,,NA,NA,NA,KF612074,,NA,IonTorrent,NA,CLC Workbench v. 6.04,NA,NA,1,2233,44.021496,1,2233,NA,NA,NA,2,NA,NA,NA,NA,NA,,,2009-07-02,2009,NA,Bolivia,South America,Bolivia: Santa Cruz De La Sierra; CENETROP,NA,Homo sapiens,Human,female,37 years,NA,Human,,P1,NA,NA,,2021-03-23T22:57:49.019Z,2021-03-23T22:57:49.019Z
1396473.1,Influenza A virus (A/Santa Cruz/94841/2009(H1N1)),NA,1396473,10239;2559587;2732396;2497569;2497571;2497577;2499411;11308;197911;11320;114727;1396473,Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Insthoviricetes;Articulavirales;Orthomyxoviridae;Alphainfluenzavirus;Influenza A virus;H1N1 subtype;Influenza A virus (A/Santa Cruz/94841/2009(H1N1)),Viruses,Orthornavirae,Negarnaviricota,Insthoviricetes,Articulavirales,Orthomyxoviridae,Alphainfluenzavirus,Influenza A virus,Complete,A/Santa Cruz/94841/2009,H1N1,NA,NA,NA,8,H1N1,1,1,1A.3.3.2,npdm,NA,Positive,NA,NA,NA,NA,NA,NA,NA,NA,2014-08-31T00:00:00Z,NA,NA,,NA,NA,NA,KF612174,,NA,IonTorrent,NA,CLC Workbench v. 6.04,NA,NA,1,890,43.370785,1,890,NA,NA,NA,2,NA,NA,NA,NA,NA,,,2009-07-02,2009,NA,Bolivia,South America,Bolivia: Santa Cruz De La Sierra; CENETROP,NA,Homo sapiens,Human,female,37 years,NA,Human,,P1,NA,NA,,2021-03-23T23:05:59.228Z,2021-03-23T23:05:59.228Z
1396473.7,Influenza A virus (A/Santa Cruz/94841/2009(H1N1)),NA,1396473,10239;2559587;2732396;2497569;2497571;2497577;2499411;11308;197911;11320;114727;1396473,Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Insthoviricetes;Articulavirales;Orthomyxoviridae;Alphainfluenzavirus;Influenza A virus;H1N1 subtype;Influenza A virus (A/Santa Cruz/94841/2009(H1N1)),Viruses,Orthornavirae,Negarnaviricota,Insthoviricetes,Articulavirales,Orthomyxoviridae,Alphainfluenzavirus,Influenza A virus,Complete,A/Santa Cruz/94841/2009,H1N1,NA,NA,NA,5,H1N1,1,1,1A.3.3.2,npdm,NA,Positive,NA,NA,NA,NA,NA,NA,NA,NA,2014-08-31T00:00:00Z,NA,NA,,NA,NA,NA,KF612114,,NA,IonTorrent,NA,CLC Workbench v. 6.04,NA,NA,1,1565,45.942493,1,1565,NA,NA,NA,1,NA,NA,NA,NA,NA,,,2009-07-02,2009,NA,Bolivia,South America,Bolivia: Santa Cruz De La Sierra; CENETROP,NA,Homo sapiens,Human,female,37 years,NA,Human,,P1,NA,NA,,2021-03-23T22:59:53.621Z,2021-03-23T22:59:53.621Z
1396473.8,Influenza A virus (A/Santa Cruz/94841/2009(H1N1)),NA,1396473,10239;2559587;2732396;2497569;2497571;2497577;2499411;11308;197911;11320;114727;1396473,Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Insthoviricetes;Articulavirales;Orthomyxoviridae;Alphainfluenzavirus;Influenza A virus;H1N1 subtype;Influenza A virus (A/Santa Cruz/94841/2009(H1N1)),Viruses,Orthornavirae,Negarnaviricota,Insthoviricetes,Articulavirales,Orthomyxoviridae,Alphainfluenzavirus,Influenza A virus,Complete,A/Santa Cruz/94841/2009,H1N1,NA,NA,NA,6,H1N1,1,1,1A.3.3.2,npdm,NA,Positive,NA,NA,NA,NA,NA,NA,NA,NA,2014-08-31T00:00:00Z,NA,NA,,NA,NA,NA,KF612134,,NA,IonTorrent,NA,CLC Workbench v. 6.04,NA,NA,1,1458,41.769547,1,1458,NA,NA,NA,1,NA,NA,NA,NA,NA,,,2009-07-02,2009,NA,Bolivia,South America,Bolivia: Santa Cruz De La Sierra; CENETROP,NA,Homo sapiens,Human,female,37 years,NA,Human,,P1,NA,NA,,2021-03-23T23:01:55.002Z,2021-03-23T23:01:55.002Z
38170.2383,Avian orthoreovirus D1265/4/09BO,NA,38170,10239;2559587;2732396;2732405;2732459;2732541;2946187;10882;38170,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Spinareoviridae;Orthoreovirus;Avian orthoreovirus,Viruses,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Spinareoviridae,Orthoreovirus,Avian orthoreovirus,Partial,D1265/4/09BO,,NA,NA,NA,,,NA,NA,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,2023-01-18T00:00:00Z,NA,NA,,NA,NA,NA,OP816520,,NA,IonTorrent; Sanger dideoxy sequencing,NA,CLC Genomics Workbench v. 7,NA,NA,1,768,46.484375,1,768,NA,NA,NA,1,NA,NA,NA,NA,NA,,,2009,2009,NA,Bolivia,South America,Bolivia,NA,Gallus gallus domesticus,Chicken,,,NA,Avian,,,NA,NA,,2023-02-11T21:01:47.252Z,2023-02-11T21:01:47.252Z
1396456.3,Influenza A virus (A/Santa Cruz/12541/2009(H1N1)),NA,1396456,10239;2559587;2732396;2497569;2497571;2497577;2499411;11308;197911;11320;114727;1396456,Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Insthoviricetes;Articulavirales;Orthomyxoviridae;Alphainfluenzavirus;Influenza A virus;H1N1 subtype;Influenza A virus (A/Santa Cruz/12541/2009(H1N1)),Viruses,Orthornavirae,Negarnaviricota,Insthoviricetes,Articulavirales,Orthomyxoviridae,Alphainfluenzavirus,Influenza A virus,Complete,A/Santa Cruz/12541/2009,H1N1,NA,NA,NA,1,H1N1,1,1,1A.3.3.2,npdm,NA,Positive,NA,NA,NA,NA,NA,NA,NA,NA,2014-08-31T00:00:00Z,NA,NA,,NA,NA,NA,KF612037,,NA,IonTorrent,NA,CLC Workbench v. 6.04,NA,NA,1,2341,44.382744,1,2341,NA,NA,NA,1,NA,NA,NA,NA,NA,,,2009-07-01,2009,NA,Bolivia,South America,Bolivia: Santa Cruz De La Sierra; CENETROP,NA,Homo sapiens,Human,female,27 years,NA,Human,,P1,NA,NA,,2021-03-23T22:53:45.643Z,2021-03-23T22:53:45.643Z
1396456.4,Influenza A virus (A/Santa Cruz/12541/2009(H1N1)),NA,1396456,10239;2559587;2732396;2497569;2497571;2497577;2499411;11308;197911;11320;114727;1396456,Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Insthoviricetes;Articulavirales;Orthomyxoviridae;Alphainfluenzavirus;Influenza A virus;H1N1 subtype;Influenza A virus (A/Santa Cruz/12541/2009(H1N1)),Viruses,Orthornavirae,Negarnaviricota,Insthoviricetes,Articulavirales,Orthomyxoviridae,Alphainfluenzavirus,Influenza A virus,Complete,A/Santa Cruz/12541/2009,H1N1,NA,NA,NA,2,H1N1,1,1,1A.3.3.2,npdm,NA,Positive,NA,NA,NA,NA,NA,NA,NA,NA,2014-08-31T00:00:00Z,NA,NA,,NA,NA,NA,KF612055,,NA,IonTorrent,NA,CLC Workbench v. 6.04,NA,NA,1,2341,41.819736,1,2341,NA,NA,NA,1,NA,NA,NA,NA,NA,,,2009-07-01,2009,NA,Bolivia,South America,Bolivia: Santa Cruz De La Sierra; CENETROP,NA,Homo sapiens,Human,female,27 years,NA,Human,,P1,NA,NA,,2021-03-23T22:55:46.622Z,2021-03-23T22:55:46.622Z
1396456.7,Influenza A virus (A/Santa Cruz/12541/2009(H1N1)),NA,1396456,10239;2559587;2732396;2497569;2497571;2497577;2499411;11308;197911;11320;114727;1396456,Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Insthoviricetes;Articulavirales;Orthomyxoviridae;Alphainfluenzavirus;Influenza A virus;H1N1 subtype;Influenza A virus (A/Santa Cruz/12541/2009(H1N1)),Viruses,Orthornavirae,Negarnaviricota,Insthoviricetes,Articulavirales,Orthomyxoviridae,Alphainfluenzavirus,Influenza A virus,Complete,A/Santa Cruz/12541/2009,H1N1,NA,NA,NA,6,H1N1,1,1,1A.3.3.2,npdm,NA,Positive,NA,NA,NA,NA,NA,NA,NA,NA,2014-08-31T00:00:00Z,NA,NA,,NA,NA,NA,KF612132,,NA,IonTorrent,NA,CLC Workbench v. 6.04,NA,NA,1,1458,41.632374,1,1458,NA,NA,NA,1,NA,NA,NA,NA,NA,,,2009-07-01,2009,NA,Bolivia,South America,Bolivia: Santa Cruz De La Sierra; CENETROP,NA,Homo sapiens,Human,female,27 years,NA,Human,,P1,NA,NA,,2021-03-23T23:01:54.950Z,2021-03-23T23:01:54.950Z
1396456.8,Influenza A virus (A/Santa Cruz/12541/2009(H1N1)),NA,1396456,10239;2559587;2732396;2497569;2497571;2497577;2499411;11308;197911;11320;114727;1396456,Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Insthoviricetes;Articulavirales;Orthomyxoviridae;Alphainfluenzavirus;Influenza A virus;H1N1 subtype;Influenza A virus (A/Santa Cruz/12541/2009(H1N1)),Viruses,Orthornavirae,Negarnaviricota,Insthoviricetes,Articulavirales,Orthomyxoviridae,Alphainfluenzavirus,Influenza A virus,Complete,A/Santa Cruz/12541/2009,H1N1,NA,NA,NA,5,H1N1,1,1,1A.3.3.2,npdm,NA,Positive,NA,NA,NA,NA,NA,NA,NA,NA,2014-08-31T00:00:00Z,NA,NA,,NA,NA,NA,KF612112,,NA,IonTorrent,NA,CLC Workbench v. 6.04,NA,NA,1,1565,45.814697,1,1565,NA,NA,NA,1,NA,NA,NA,NA,NA,,,2009-07-01,2009,NA,Bolivia,South America,Bolivia: Santa Cruz De La Sierra; CENETROP,NA,Homo sapiens,Human,female,27 years,NA,Human,,P1,NA,NA,,2021-03-23T23:01:55.572Z,2021-03-23T23:01:55.572Z
1396456.9,Influenza A virus (A/Santa Cruz/12541/2009(H1N1)),NA,1396456,10239;2559587;2732396;2497569;2497571;2497577;2499411;11308;197911;11320;114727;1396456,Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Insthoviricetes;Articulavirales;Orthomyxoviridae;Alphainfluenzavirus;Influenza A virus;H1N1 subtype;Influenza A virus (A/Santa Cruz/12541/2009(H1N1)),Viruses,Orthornavirae,Negarnaviricota,Insthoviricetes,Articulavirales,Orthomyxoviridae,Alphainfluenzavirus,Influenza A virus,Complete,A/Santa Cruz/12541/2009,H1N1,NA,NA,NA,7,H1N1,1,1,1A.3.3.2,npdm,NA,Positive,NA,NA,NA,NA,NA,NA,NA,NA,2014-08-31T00:00:00Z,NA,NA,,NA,NA,NA,KF612152,,NA,IonTorrent,NA,CLC Workbench v. 6.04,NA,NA,1,1027,46.153847,1,1027,NA,NA,NA,2,NA,NA,NA,NA,NA,,,2009-07-01,2009,NA,Bolivia,South America,Bolivia: Santa Cruz De La Sierra; CENETROP,NA,Homo sapiens,Human,female,27 years,NA,Human,,P1,NA,NA,,2021-03-23T23:03:56.361Z,2021-03-23T23:03:56.361Z
1396456.1,Influenza A virus (A/Santa Cruz/12541/2009(H1N1)),NA,1396456,10239;2559587;2732396;2497569;2497571;2497577;2499411;11308;197911;11320;114727;1396456,Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Insthoviricetes;Articulavirales;Orthomyxoviridae;Alphainfluenzavirus;Influenza A virus;H1N1 subtype;Influenza A virus (A/Santa Cruz/12541/2009(H1N1)),Viruses,Orthornavirae,Negarnaviricota,Insthoviricetes,Articulavirales,Orthomyxoviridae,Alphainfluenzavirus,Influenza A virus,Complete,A/Santa Cruz/12541/2009,H1N1,NA,NA,NA,8,H1N1,1,1,1A.3.3.2,npdm,NA,Positive,NA,NA,NA,NA,NA,NA,NA,NA,2014-08-31T00:00:00Z,NA,NA,,NA,NA,NA,KF612172,,NA,IonTorrent,NA,CLC Workbench v. 6.04,NA,NA,1,890,43.483147,1,890,NA,NA,NA,2,NA,NA,NA,NA,NA,,,2009-07-01,2009,NA,Bolivia,South America,Bolivia: Santa Cruz De La Sierra; CENETROP,NA,Homo sapiens,Human,female,27 years,NA,Human,,P1,NA,NA,,2021-03-23T23:05:59.125Z,2021-03-23T23:05:59.125Z
1396456.5,Influenza A virus (A/Santa Cruz/12541/2009(H1N1)),NA,1396456,10239;2559587;2732396;2497569;2497571;2497577;2499411;11308;197911;11320;114727;1396456,Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Insthoviricetes;Articulavirales;Orthomyxoviridae;Alphainfluenzavirus;Influenza A virus;H1N1 subtype;Influenza A virus (A/Santa Cruz/12541/2009(H1N1)),Viruses,Orthornavirae,Negarnaviricota,Insthoviricetes,Articulavirales,Orthomyxoviridae,Alphainfluenzavirus,Influenza A virus,Complete,A/Santa Cruz/12541/2009,H1N1,NA,NA,NA,3,H1N1,1,1,1A.3.3.2,npdm,NA,Positive,NA,NA,NA,NA,NA,NA,NA,NA,2014-08-31T00:00:00Z,NA,NA,,NA,NA,NA,KF612072,,NA,IonTorrent,NA,CLC Workbench v. 6.04,NA,NA,1,2233,43.887146,1,2233,NA,NA,NA,2,NA,NA,NA,NA,NA,,,2009-07-01,2009,NA,Bolivia,South America,Bolivia: Santa Cruz De La Sierra; CENETROP,NA,Homo sapiens,Human,female,27 years,NA,Human,,P1,NA,NA,,2021-03-23T22:57:49.737Z,2021-03-23T22:57:49.737Z
691531.3,Influenza A virus (A/La Paz/WR0096T/2009(H1N1)),NA,691531,10239;2559587;2732396;2497569;2497571;2497577;2499411;11308;197911;11320;114727;691531,Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Insthoviricetes;Articulavirales;Orthomyxoviridae;Alphainfluenzavirus;Influenza A virus;H1N1 subtype;Influenza A virus (A/La Paz/WR0096T/2009(H1N1)),Viruses,Orthornavirae,Negarnaviricota,Insthoviricetes,Articulavirales,Orthomyxoviridae,Alphainfluenzavirus,Influenza A virus,Partial,A/La Paz/WR0096T/2009,H1N1,NA,NA,NA,3,H1N1,1,1,1A.3.3.2,npdm,NA,Positive,NA,NA,NA,NA,NA,NA,NA,NA,2009-11-10T00:00:00Z,NA,NA,PRJNA37813,NA,NA,NA,CY049850,2009 H1N1 Flu Outbreak Sequencing Centers,NA,,NA,,NA,NA,1,2151,44.351463,1,2151,NA,NA,NA,2,NA,NA,NA,NA,NA,gender:Male; Throat,"isolated in pigs: H1N1, H1N2, H3N2, and H3N1, but most of the recently isolated influenza viruses from pigs have been H1N1 viruses",2009-06-22,2009,NA,Bolivia,South America,Bolivia: La Paz,NA,Homo sapiens,Human,,,NA,Human,MDCK2 passage(s),MDCK2,NA,NA,"NLM/NCBI 2009 H1N1 Flu Virus Resources:   Newest 2009 H1N1 Flu (Swine Flu) sequences Citations recently added to PubMed MedlinePlus (consumer health information) Enviro-Health Links      Swine Flu Info    The Centers for Disease Control and Prevention (CDC) and other health organizations are actively investigating the recent outbreak of 2009 H1N1 Flu Virus (Swine Flu) in humans. Cases in the U.S. were first reported in late March and early April 2009. CDC has determined that this swine influenza A (H1N1) virus is contagious and is spreading from human to human.  Swine Influenza is a respiratory disease of pigs (swine) caused by type A influenza virus that regularly causes outbreaks of flu in pigs. Like all influenza viruses, swine flu viruses change constantly. Pigs can be infected by avian influenza and human influenza viruses as well as swine influenza viruses. When influenza viruses from different species infect pigs, the viruses can reassort (i.e., swap genes) and new viruses that are a mix of swine, human and/or avian influenza viruses can emerge. There are four main influenza type A virus subtypes that have been isolated in pigs: H1N1, H1N2, H3N2, and H3N1, but most of the recently isolated influenza viruses from pigs have been H1N1 viruses. While swine flu viruses do not normally infect humans, sporadic human infections with swine flu have occurred. Most commonly, these cases occur in persons with direct exposure to pigs; human-to-human transmission of swine flu can also occur, as is the case with the 2009 outbreak.",2021-03-11T04:59:37.234Z,2021-03-11T04:59:37.234Z
691531.5,Influenza A virus (A/La Paz/WR0096T/2009(H1N1)),NA,691531,10239;2559587;2732396;2497569;2497571;2497577;2499411;11308;197911;11320;114727;691531,Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Insthoviricetes;Articulavirales;Orthomyxoviridae;Alphainfluenzavirus;Influenza A virus;H1N1 subtype;Influenza A virus (A/La Paz/WR0096T/2009(H1N1)),Viruses,Orthornavirae,Negarnaviricota,Insthoviricetes,Articulavirales,Orthomyxoviridae,Alphainfluenzavirus,Influenza A virus,Partial,A/La Paz/WR0096T/2009,H1N1,NA,NA,NA,5,H1N1,1,1,1A.3.3.2,npdm,NA,Positive,NA,NA,NA,NA,NA,NA,NA,NA,2009-11-10T00:00:00Z,NA,NA,PRJNA37813,NA,NA,NA,CY049852,2009 H1N1 Flu Outbreak Sequencing Centers,NA,,NA,,NA,NA,1,1497,46.025383,1,1497,NA,NA,NA,1,NA,NA,NA,NA,NA,gender:Male; Throat,"isolated in pigs: H1N1, H1N2, H3N2, and H3N1, but most of the recently isolated influenza viruses from pigs have been H1N1 viruses",2009-06-22,2009,NA,Bolivia,South America,Bolivia: La Paz,NA,Homo sapiens,Human,,,NA,Human,MDCK2 passage(s),MDCK2,NA,NA,"NLM/NCBI 2009 H1N1 Flu Virus Resources:   Newest 2009 H1N1 Flu (Swine Flu) sequences Citations recently added to PubMed MedlinePlus (consumer health information) Enviro-Health Links      Swine Flu Info    The Centers for Disease Control and Prevention (CDC) and other health organizations are actively investigating the recent outbreak of 2009 H1N1 Flu Virus (Swine Flu) in humans. Cases in the U.S. were first reported in late March and early April 2009. CDC has determined that this swine influenza A (H1N1) virus is contagious and is spreading from human to human.  Swine Influenza is a respiratory disease of pigs (swine) caused by type A influenza virus that regularly causes outbreaks of flu in pigs. Like all influenza viruses, swine flu viruses change constantly. Pigs can be infected by avian influenza and human influenza viruses as well as swine influenza viruses. When influenza viruses from different species infect pigs, the viruses can reassort (i.e., swap genes) and new viruses that are a mix of swine, human and/or avian influenza viruses can emerge. There are four main influenza type A virus subtypes that have been isolated in pigs: H1N1, H1N2, H3N2, and H3N1, but most of the recently isolated influenza viruses from pigs have been H1N1 viruses. While swine flu viruses do not normally infect humans, sporadic human infections with swine flu have occurred. Most commonly, these cases occur in persons with direct exposure to pigs; human-to-human transmission of swine flu can also occur, as is the case with the 2009 outbreak.",2021-03-11T04:59:35.573Z,2021-03-11T04:59:35.573Z
691531.6,Influenza A virus (A/La Paz/WR0096T/2009(H1N1)),NA,691531,10239;2559587;2732396;2497569;2497571;2497577;2499411;11308;197911;11320;114727;691531,Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Insthoviricetes;Articulavirales;Orthomyxoviridae;Alphainfluenzavirus;Influenza A virus;H1N1 subtype;Influenza A virus (A/La Paz/WR0096T/2009(H1N1)),Viruses,Orthornavirae,Negarnaviricota,Insthoviricetes,Articulavirales,Orthomyxoviridae,Alphainfluenzavirus,Influenza A virus,Partial,A/La Paz/WR0096T/2009,H1N1,NA,NA,NA,6,H1N1,1,1,1A.3.3.2,npdm,NA,Positive,NA,NA,NA,NA,NA,NA,NA,NA,2009-11-10T00:00:00Z,NA,NA,PRJNA37813,NA,NA,NA,CY049853,2009 H1N1 Flu Outbreak Sequencing Centers,NA,,NA,,NA,NA,1,1410,42.19858,1,1410,NA,NA,NA,1,NA,NA,NA,NA,NA,gender:Male; Throat,"isolated in pigs: H1N1, H1N2, H3N2, and H3N1, but most of the recently isolated influenza viruses from pigs have been H1N1 viruses",2009-06-22,2009,NA,Bolivia,South America,Bolivia: La Paz,NA,Homo sapiens,Human,,,NA,Human,MDCK2 passage(s),MDCK2,NA,NA,"NLM/NCBI 2009 H1N1 Flu Virus Resources:   Newest 2009 H1N1 Flu (Swine Flu) sequences Citations recently added to PubMed MedlinePlus (consumer health information) Enviro-Health Links      Swine Flu Info    The Centers for Disease Control and Prevention (CDC) and other health organizations are actively investigating the recent outbreak of 2009 H1N1 Flu Virus (Swine Flu) in humans. Cases in the U.S. were first reported in late March and early April 2009. CDC has determined that this swine influenza A (H1N1) virus is contagious and is spreading from human to human.  Swine Influenza is a respiratory disease of pigs (swine) caused by type A influenza virus that regularly causes outbreaks of flu in pigs. Like all influenza viruses, swine flu viruses change constantly. Pigs can be infected by avian influenza and human influenza viruses as well as swine influenza viruses. When influenza viruses from different species infect pigs, the viruses can reassort (i.e., swap genes) and new viruses that are a mix of swine, human and/or avian influenza viruses can emerge. There are four main influenza type A virus subtypes that have been isolated in pigs: H1N1, H1N2, H3N2, and H3N1, but most of the recently isolated influenza viruses from pigs have been H1N1 viruses. While swine flu viruses do not normally infect humans, sporadic human infections with swine flu have occurred. Most commonly, these cases occur in persons with direct exposure to pigs; human-to-human transmission of swine flu can also occur, as is the case with the 2009 outbreak.",2021-03-11T04:59:36.348Z,2021-03-11T04:59:36.348Z
